price,landarea,location,land_status,traffic,URL,publication_destination
1300万円No.4：1300万円,"
							190.58m2（57.65坪）（登記）
							",宮城県東松島市矢本字大林,"
							更地
							",ＪＲ仙石線「矢本」歩9分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz191125990.html,SUUMO
1380万円,"
							165.78m2
							",宮城県仙台市宮城野区清水沼２,"
							更地
							",ＪＲ仙石線「宮城野原」歩17分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195794898.html,SUUMO
1380万円,"
							167.99m2（50.81坪）（登記）
							",宮城県仙台市泉区上谷刈字羽黒山,"
							更地
							",仙台市地下鉄南北線「八乙女」歩38分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195668243.html,SUUMO
1380万円,"
							261.42m2（79.07坪）（登記）
							",宮城県仙台市青葉区山手町,"
							古家有り更地渡し
							",ＪＲ仙山線「北山」歩7分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195668215.html,SUUMO
1400万円No.5：1400万円,"
							235.33m2（71.18坪）
							",宮城県石巻市美園３,"
							更地
							",ミヤコーバス「総合運動公園前」歩6分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz194523272.html,SUUMO
1480万円,"
							110.79m2（33.51坪）（登記）
							",宮城県仙台市宮城野区福室５,"
							更地
							",ＪＲ仙石線「陸前高砂」歩18分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195668230.html,SUUMO
1480万円,"
							226.76m2（登記）
							",宮城県石巻市向陽町１,"
							古家有り
							",ＪＲ仙石線「蛇田」歩19分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195797802.html,SUUMO
2298万円,"
							196.12m2（59.32坪）（登記）
							",宮城県多賀城市留ケ谷１,"
							更地
							",ＪＲ東北本線「塩釜」歩15分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195668255.html,SUUMO
2330万円～2900万円,"
							122.83m2～159.39m2（37.15坪～48.21坪）
							",宮城県仙台市青葉区花壇6,"
							更地
							",仙台市地下鉄東西線「大町西公園」歩10分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195682079.html,SUUMO
2490万円,"
							197.76m2
							",宮城県仙台市太白区砂押町,"
							更地
							",仙台市地下鉄南北線「長町南」歩15分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz193749495.html,SUUMO
3億9000万円,"
							2909.05m2（879.98坪）（登記）
							",宮城県仙台市宮城野区扇町２,"
							古家有り
							",ＪＲ仙石線「小鶴新田」歩20分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195691525.html,SUUMO
92万円,"
							436.67m2（登記）
							",宮城県刈田郡蔵王町大字円田字堤28,"
							更地
							",ＪＲ東北本線「東白石」バス58分白山神社歩6分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195560763.html,SUUMO
150万円,"
							511.44m2（登記）
							",宮城県仙台市青葉区芋沢字大竹原,"
							更地
							",ＪＲ仙山線「陸前落合」歩20分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195890216.html,SUUMO
200万円,"
							326m2（登記）
							",宮城県白石市大鷹沢三沢字市道,"
							更地
							",東北新幹線「白石蔵王」バス10分仙南サナトリウム歩3分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195890222.html,SUUMO
250万円,"
							330m2
							",宮城県仙台市泉区福岡字岳山,"
							更地
							",市営バス「笈坂」歩2分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz195090727.html,SUUMO
320万円,"
							176.14m2（登記）
							",宮城県黒川郡大和町鶴巣鳥屋字半福寺,"
							更地
							",仙台市地下鉄南北線「泉中央」車11km,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz194420077.html,SUUMO
350万円,"
							239.63m2（登記）
							",宮城県角田市角田字牛舘,"
							更地
							",阿武隈急行「角田」歩13分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz194431257.html,SUUMO
400万円,"
							170.4m2（登記）
							",宮城県仙台市太白区恵和町,"
							更地
							",仙台市地下鉄東西線「八木山動物公園」歩24分,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1020z2bsz1030z2ncz194420096.html,SUUMO
420万円,"
							178.59m2（54.02坪）（登記）
							",宮城県宮城郡七ヶ浜町東宮浜字御林,"
							更地
